,Name,Address,LevelNo,LotSize,SPADate,ActualPrice,PredictedPrice
32090,THE MERITZ,"19-11-03A, JALAN MAYANG",11,1130,2016-11-01,1100000,1166095.625
8221,SUASANA LUMAYAN,"C-05-02, JALAN TASIK PERMAISURI",5,1141,2016-11-01,450000,469157.875
3279,SERINGIN RESIDENCES,"A-10-11, JALAN SENANG RIA",10,2120,2016-11-01,1050000,1137038.25
13694,MONT KIARA AMAN,"B-23A-6, JALAN KIARA 2",23,1701,2016-11-01,1240000,1226423.125
17803,288 RESIDENCY,"7-11, JALAN SEMARAK API, OFF JALAN GOMBAK",7,1894,2016-11-01,888000,778890.5625
812,SRI PENARA,"C-14-09, JALAN SRI PERMAISURI 1",14,646,2016-11-01,175000,166424.265625
12181,PARKVIEW SERVICE APARTMENT,"13-7, OFF LORONG PERAK",13,495,2016-11-01,510000,526357.375
18723,KIARAMAS DANAI,"B-10-01, JALAN DESA KIARA, KIARAMAS DANAI",10,2497,2016-11-02,2136174,1984962.375
32757,PELANGI,"B-11-3A, JALAN PELANGI 9",11,1195,2016-11-02,425000,448156.21875
33953,TAMAN SPPK SEGAMBUT,"7-1-6, JALAN 2/38B",1,568,2016-11-02,155000,130349.3125
8431,KIARAMAS AYURIA CONDO,"C-16-03, JALAN KIARA 7",16,1722,2016-11-02,1330000,1278771.125
27491,ABADI VILLA,"C-19-5, JALAN 2/109C",19,1216,2016-11-02,575000,537381.625
22614,MENARA BINTANG GOLDHILL,"C-5-1, 239, JALAN TUN RAZAK",5,1023,2016-11-02,740000,751457.1875
26599,FABER RIA,"2-17C(RB-17-3C), JALAN DESA SENTOSA",17,1432,2016-11-02,600000,663755.1875
33517,ALAM PURI 51,"16-8, JALAN KAMPUNG BATU 5, OFF JALAN IPOH",16,1012,2016-11-02,620000,519113.46875
25625,TWIN ARKZ,"A-23-7, JALAN JALIL PERKASA 1",23,1170,2016-11-02,875000,932131.875
23639,UNITED GARDEN (TAMAN LEE YAN LIAN),"150-C, JALAN SEPADU 7",3,904,2016-11-02,230000,198716.46875
8547,CHANGKAT VIEW CONDOMINIUM,"B-3A-3A, CHANGKAT VIEW CONDO",3,1098,2016-11-02,630000,556846.25
35902,1 DESA RESIDENCE,"A-1-1, JALAN DESA BAKTI 2",1,2142,2016-11-02,1300000,1352222.625
6297,ABADI INDAH APARTMENT,"F-6-10, JALAN 3/109C",6,603,2016-11-02,225000,234576.09375
811,SRI PENARA,"D-16-24, JALAN SRI PERMAISURI",16,646,2016-11-02,185000,171998.578125
2064,TAMAN MELATI,"F6-T2-U8, JALAN 1/5C",2,710,2016-11-02,165000,170916.921875
20412,SETAPAK RIA,"C-4-4, JALAN MATA AIR 2",4,911,2016-11-02,355000,351666.71875
35795,THE HORIZON RESIDENCES,"B-21-3A, THE HORIZON JALAN TUN RAZAK",21,1421,2016-11-02,2150000,1394213.125
32510,PLAZA SINAR,"64-8-2, JALAN 8/38D",8,678,2016-11-02,250000,229016.0625
25856,HIJAU RIA APARTMENT,"3-9-5, JALAN 1/1A",9,872,2016-11-02,325000,242401.890625
21376,WARISAN CITY VIEW,"C-16-12, JALAN 3/93A, OFF JALAN BATU 2 1/2 JALAN CHERAS",16,910,2016-11-02,400000,452149.96875
98,OUG PARKLANE,"D2-20-03A, JALAN 1/152",20,950,2016-11-02,378000,413666.75
21254,WANGSA MAJU SEKSYEN 10,"306 BLOK A5, SEKSYEN 10, JALAN 3/27A",1,539,2016-11-02,150000,123834.03125
5036,TIFFANI KIARA,"B-08-03, CHANGKAT DUTA KIARA",8,2691,2016-11-02,1600000,1577059.625
17876,DESA TUN RAZAK,"4-11-08, JALAN 16/118B",11,657,2016-11-02,158000,138318.078125
6752,DESA GREEN,"2-33-12, JALAN DESA BAKTI",33,935,2016-11-02,560000,636612.6875
18483,TAMAN DESA CHERAS,"3-3-4, JALAN 5/154D",3,665,2016-11-02,73000,75713.7890625
28789,PRIMA TIARA,"11-3A, JALAN 6/38A",11,936,2016-11-02,480000,380774.4375
19074,PELANGI INDAH,"A-13-7, BATU 2 1/2, JALAN IPOH",13,1206,2016-11-02,360000,330718.65625
38195,PANGSAPURI BANDARAYA SETAPAK,"28-04-08, JALAN REJANG 11",4,560,2016-11-03,135000,121519.359375
6751,DESA GREEN,"1-17-13A, JALAN DESA BAKTI",17,578,2016-11-03,400000,423328.40625
38214,SEGAR COURT,"9-8-3, JALAN MANIS 1",8,1001,2016-11-03,500000,484783.28125
10079,28 MONT KIARA,"A3-29-1, JALAN KIARA",29,2702,2016-11-03,2180000,2066173.125
14063,SUASANA SENTRAL LOFT CONDO,"A-10-9 (P: A-10-J), JALAN STESEN SENTRAL 5",10,1528,2016-11-03,1300000,1348386.375
9731,PUNCAK BANYAN,"B-13-3, LEBUHRAYA ELITE",13,807,2016-11-03,305000,315413.21875
5354,GREENVIEW APARTMENT,"7-6-4, OFF JALAN KEPONG",6,855,2016-11-03,180000,176251.3125
15873,FORTUNE AVENUE,"D-6-10, JALAN METRO PERDANA",6,1137,2016-11-03,495000,453317.90625
2482,SENI MONT KIARA,"D-G-6, CHANGKAT DUTA KIARA",6,4445,2016-11-03,3078000,3157878.0
23753,SEGAR RIA,"C-11-2, JALAN 1A",11,657,2016-11-03,117000,133597.234375
1620,THE Z RESIDENCE,"JB-19-08, JALAN JALIL PERWIRA 2",19,1410,2016-11-03,685000,721910.875
27406,TAMAN SRI SENTOSA,"27-04-04, JALAN KLANG LAMA",4,700,2016-11-03,150000,110190.8984375
6750,DESA GREEN,"1-12-09, JALAN DESA BAKTI",12,715,2016-11-03,525000,500374.75
26307,CONNAUGHT AVENUE,"D-13A-06, NO38, JALAN 9, TAMAN BUKIT CHERAS",13,950,2016-11-03,385000,419762.9375
16134,MUTIARA UPPER EAST,"A-13A-5, JALAN 1/76E, DESA PANDAN",13,1679,2016-11-03,1125000,997884.25
31899,LAMAN MIDAH,"A-2-2, JALAN MIDAH 8",2,797,2016-11-03,368000,379058.875
27363,TAMAN SRI SENTOSA,"73-3-4, JALAN KLANG LAMA",3,700,2016-11-03,130000,118185.1875
2063,TAMAN MELATI,"C2-3-3, JALAN 1/5C",3,581,2016-11-03,130000,141556.625
12180,PARKVIEW SERVICE APARTMENT,"20-6, OFF LORONG PERAK",20,614,2016-11-03,950000,630817.5625
36374,VUE RESIDENCES,"23-05, JALAN PAHANG",23,737,2016-11-03,570000,613049.9375
10894,TERATAK MUHIBBAH,"B1-13-08, JALAN DESA BAHAGIA",13,603,2016-11-03,130000,118182.9296875
28954,PERTIWI INDAH,"B-12-12, JALAN PERTIWI",12,1281,2016-11-04,670000,595532.875
30299,SRI MURNI,"8C-1-5 (C4-2), LORONG KOTA 4",1,1873,2016-11-04,1200000,1004677.375
30442,PANGSAPURI BUKIT AWANSARI (OG COURT),"17-12-5, JALAN AWAN JAWA",12,1184,2016-11-04,475000,404957.1875
11498,I-ZEN KIARA I,"16-5, JALAN KIARA",16,926,2016-11-04,800000,745034.25
13064,MAY TOWER SERVICE APARTMENT,"7-19-19, JALAN MUNSHI ABDULLAH",19,463,2016-11-04,350000,383061.78125
5750,SRI RAKYAT,"A-9-20, JALAN 14/155C",9,667,2016-11-04,210000,181980.96875
13063,MAY TOWER SERVICE APARTMENT,"7-16-19, JALAN MUNSHI ABDULLAH",16,484,2016-11-04,350000,373968.375
35358,DELIMA,"E-11-10, JALAN KLANG LAMA",11,635,2016-11-04,180000,149430.265625
2660,BANDAR TASIK SELATAN FLAT,"D-07-10, JALAN 30/146",7,657,2016-11-04,170000,142023.828125
10995,PUTRA MAJESTIK,"A-19-3A, JALAN KASIPILLAY",19,1012,2016-11-04,465000,431552.28125
38125,MAYANG COURT,"24-2-1, JALAN MAYANG",2,1098,2016-11-04,940000,782354.5
27187,PRIMA DUTA,"C-05-3A, OFF JALAN SEGAMBUT",5,1496,2016-11-04,585000,587480.375
29346,PANTAI INDAH FASA 2,"57-13-16, JALAN 1/112F",13,764,2016-11-04,310000,228798.625
17600,VISTA KOMANWEL C,"C-17-4, OFF LEBUHRAYA KESAS",17,1378,2016-11-04,560000,575022.375
15961,SWISS GARDEN HOTEL,"N-13-8, JALAN GALLOWAY",13,549,2016-11-04,630000,644488.625
14621,MONT KIARA PINES,"15A-31-3, JALAN KIARA",31,1432,2016-11-04,860888,863316.75
5353,GREENVIEW APARTMENT,"-4B-03, JALAN 8/40",4,855,2016-11-04,185000,181221.359375
14148,SETIA SKY RESIDENCE,"B-30-3, JALAN RAJA MUDA ABD AZIZ, OFF JALAN TUN RAZAK",30,1582,2016-11-04,1400000,1508064.75
24435,MENARA CITY ONE,"A-27-8, JALAN MUNSHI ABDULLAH",27,1141,2016-11-04,480000,444776.375
26920,SALAK SOUTH GARDEN,"11D, JALAN HANG TUAH 1",9,710,2016-11-04,150000,134721.984375
38582,VILA VISTA,"35-1, JALAN SELAR 4",35,1679,2016-11-04,1153115,1077252.125
38583,VILA VISTA,"35-1, JALAN SELAR 4",35,1679,2016-11-04,1155115,1077252.125
8790,CASA IDAMAN,"A-6-13, NO 5 JALAN 1/12D, OFF JALAN IPOH",6,1012,2016-11-04,485000,416835.25
19423,TAMAN MIHARJA FASA 2,"3-5-3, JALAN PALONG",5,799,2016-11-04,265000,252557.40625
10385,CHERAS RIA,"A-10-06, JALAN 6/95B",10,570,2016-11-04,106000,120014.984375
19219,VILLA ANGSANA,"D-12-2, JALAN IPOH",12,1421,2016-11-04,550000,554276.0625
8789,CASA IDAMAN,"B-15-9, NO 5 JALAN 1/12D, OFF JALAN IPOH",15,1066,2016-11-04,415000,438464.5
6749,DESA GREEN,"2-12-01, JALAN DESA BAKTI",12,935,2016-11-04,600000,604866.1875
12814,TAMAN SRI ENDAH,"11-1-4, JALAN 5/149B",1,646,2016-11-04,210000,168805.203125
30678,TIJANI 2,"E-11-1, JALAN LANGGAK BUKIT",11,3197,2016-11-04,2830000,2517679.75
30611,OBD GARDEN TOWER,"B7-1/A (300-7-20), JALAN DESA UTAMA",7,1625,2016-11-04,880000,973676.625
19650,SUASANA SENTRAL,"A-20-3, JALAN TUN SAMBANTHAN",20,1528,2016-11-06,1175000,1246066.75
26543,VILLA PUTERI CONDO,"33C-29-5, JALAN TUN ISMAIL",29,1012,2016-11-07,600000,511391.03125
4100,WANGSA MAJU SEKSYEN 1,"501, OFF JALAN 3/27A, OFF JALAN 1/27A",5,531,2016-11-07,140000,159429.203125
26260,TAMAN SETAPAK INDAH,"K-2-5, JALAN 2/6",2,646,2016-11-07,200000,190066.4375
15458,DESA SRI PUTERI,"E-9-5, JALAN 2/125G",9,603,2016-11-07,130000,114519.703125
17955,CENDANA,"A-11-14, JALAN TASIK PERMAISURI 3",11,624,2016-11-07,225000,187809.265625
25406,10 MONT KIARA,"A-40-C, JALAN KIARA 1",40,3632,2016-11-07,3150000,3327393.75
31930,SRI CENDEKIA,"1-5-4, JALAN 3/124",5,484,2016-11-07,93000,88694.0703125
33025,TARAGON PUTERI BINTANG,"9-6, JALAN CHANGKAT THAMBI DOLLAH",9,527,2016-11-07,500000,561494.75
11202,SENTUL MURNI,"213-8-2, JALAN DATO SENU 26",8,700,2016-11-07,168000,122018.7109375
1085,REGALIA SERVICE APARTMENT,"B-33-03, JALAN SULTAN ISMAIL",33,560,2016-11-07,580000,482640.53125
97,OUG PARKLANE,"D1-16-9, JALAN 1/152",16,950,2016-11-07,478000,411426.9375
4400,MUTIARA MAGNA,"B-09-23, JALAN METRO 1",9,721,2016-11-07,185000,149964.625
35342,PLAZA RAH,"B4-18, JALAN RAJA ABDULLAH",4,1055,2016-11-07,450000,481672.125
4704,VILLA ORKID,"A-01-03, JALAN PRIMA PELANGI 7",1,1577,2016-11-07,630000,697288.5625
36953,VILLA PAWANA,"28-2-2, JALAN PAWANG",2,1410,2016-11-07,620000,443944.90625
18055,CENDANA,"A-11-14, JALAN TASIK PERMAISURI 3",11,624,2016-11-07,225000,195448.40625
30747,PLAZA 393,"B-6-13, JALAN PEEL",6,732,2016-11-07,350000,391910.3125
11807,KIARA DESIGNER,"A-22-3, JALAN KIARA 3",22,1259,2016-11-07,750000,793763.625
2266,WANGSA MAJU SEKSYEN 2,"106, JALAN 4/27A",8,710,2016-11-07,275000,212484.953125
35794,THE HORIZON RESIDENCES,"B-21-03, THE HORIZON JALAN TUN RAZAK",21,1410,2016-11-07,2204591,1387105.875
24663,SRI INTAN 2,"B-7-5, OFF JALAN IPOH",7,1227,2016-11-07,300000,383125.34375
7073,TASIK HEIGHTS,"E-09-08, JALAN LIKU TASIK SELATAN 21/146",9,940,2016-11-07,290000,297629.53125
27689,CASA KIARA,"A-10-3A, JALAN KIARA 3",10,1216,2016-11-07,330000,691113.75
20626,G RESIDENCE,"A-6-10, JALAN DESA PANDAN",6,1076,2016-11-07,750000,781114.6875
31466,VISTANA CONDO,"05-C-1, JALAN TAIPING",1,1378,2016-11-07,490000,554270.25
17735,KIARA RESIDENCE 2,"A-19-2, JALAN JALIL PERWIRA 1",19,1413,2016-11-07,760000,707070.0
32574,THE PLAZA (TTDI),"B-20-8, JALAN WAN KADIR 3, TTDI, K.L",20,1894,2016-11-07,1270000,1175742.5
23921,HAPPY GARDEN FLAT,"6-4-12, JALAN 3/127A",4,721,2016-11-07,190000,206579.078125
18794,PANTAI PANORAMA,"3A-5-8(3A-5-E), JALAN 112H",5,1238,2016-11-07,775000,735425.125
22511,SEGAR APARTMENT,"F-06-280, TAMAN SEGAR, JALAN 1A",6,549,2016-11-07,145000,155290.9375
19574,I-ZEN KIARA II,"25-5, JALAN KIARA",25,1668,2016-11-07,900000,971169.9375
10577,PLATINUM LAKE PV10,"B-21-11, JALAN DANAU SAUJANA 2",21,1270,2016-11-07,500000,502123.84375
21814,VILLA PUTRA,"33B-5-10, JALAN TUN ISMAIL",5,1109,2016-11-07,430000,468171.0
19573,I-ZEN KIARA II,"11-11, JALAN KIARA",11,1087,2016-11-07,720000,751377.625
4099,WANGSA MAJU SEKSYEN 1,"003, BLOK D6, SEKSYEN 1, JALAN 2/27A",5,531,2016-11-08,205000,159429.203125
1314,VERVE SUITES,"A-23-3A, JALAN KIARA 5, MONT' KIARA",23,883,2016-11-08,1000000,866428.75
21697,CERIAAN KIARA,"A-20-05, JALAN KIARA 3",20,1830,2016-11-08,1000000,980592.9375
23476,THE WESTSIDE TWO,"12-02, JALAN RESIDEN UTAMA",12,1572,2016-11-08,1250000,1202377.375
20003,VISTA KOMANWEL B,"B-25-02, OFF LEBUHRAYA KESAS",25,1206,2016-11-08,580000,538111.375
33342,SAN PENG,"7C, JALAN SAN PENG",6,562,2016-11-08,135000,121875.4375
1619,THE Z RESIDENCE,"A-09-01, JALAN JALIL PERWIRA",9,1410,2016-11-08,560000,675421.5625
17734,KIARA RESIDENCE 2,"A-30-03, JALAN JALIL PERWIRA 1",30,1153,2016-11-08,1150000,589430.5625
10576,PLATINUM LAKE PV10,"B-16-09, NO.2, JALAN DANAU SAUJANA 2",16,1270,2016-11-08,499000,494173.6875
19218,VILLA ANGSANA,"B-5-4, JALAN IPOH",5,1130,2016-11-08,545000,492917.90625
12275,SENTUL UTAMA,"C-13-12, BANDAR SENTUL UTAMA",13,874,2016-11-08,325000,350676.75
24523,PALACE COURT (SRI ISTANA),"B-2-1, JALAN KUCHAI JAYA",2,1328,2016-11-08,560000,521512.625
35920,SRI LEDANG,"10D-01-02-007, JALAN 12/27A",1,1206,2016-11-08,400000,306250.5625
13154,TAMAN SUNGAI BESI,"24-4-2, JALAN 1/108C",4,969,2016-11-08,195000,178700.40625
26598,FABER RIA,"6-11A(CM-11-2A), OFF JALAN KELANG LAMA",11,1076,2016-11-08,550000,554703.375
28706,AVENUE APARTMENT,"C-9-8, JALAN TAMAN SRI SENTOSA",9,926,2016-11-08,340000,313101.0625
33458,TAMAN CASTLEFIELD APARTMENT,"121-3, JALAN 1C/149",3,689,2016-11-08,177000,116084.546875
19707,PANGSAPURI MAWAR,"A-12-7, JALAN 7/48A",12,980,2016-11-08,315000,341082.78125
18054,CENDANA,"B-15-12, JALAN TASIK PERMAISURI 3",15,624,2016-11-08,220000,194568.75
20841,LESTARI,"B-13-8, JALAN TASIK PERMAISURI 3",13,818,2016-11-08,300000,294571.03125
17954,CENDANA,"B-15-12, JALAN TASIK PERMAISURI 3",15,624,2016-11-08,220000,186814.984375
31821,SRI LEMPAH,"138-2 (B 2065), LORONG JUGRA",2,558,2016-11-08,160000,127870.4140625
9150,D' ALAMANDA,"B-18-07, JALAN PUDU IMPIAN",18,700,2016-11-08,367000,344061.3125
2479,SENI MONT KIARA,"A-32-2, CHANGKAT DUTA KIARA",32,2895,2016-11-09,2350000,2343358.5
2480,SENI MONT KIARA,"A-9-6, CHANGKAT DUTA KIARA",9,3541,2016-11-09,2600000,2489197.5
38476,TAMAN MASTIARA,"42-2-2, JALAN 6/18A",2,678,2016-11-09,92700,161743.546875
22681,GATEWAY KIARAMAS,"A-17-02, JALAN DESA KIARA",17,743,2016-11-09,640000,626045.75
32994,MENARA DUTA 2,"B-16-7, JALAN 1/38B",16,1442,2016-11-09,550000,505667.90625
37063,VORTEX SUITES & RESIDENCES,"42-2, NO.12 JALAN SULTAN ISMAIL",42,777,2016-11-09,1150000,1012647.9375
12274,SENTUL UTAMA,"D-11-01, BANDAR SENTUL UTAMA",11,877,2016-11-09,320000,349921.0625
28540,PANGSA MURNI TITIWANGSA,"71-11-03, PERSIARAN GURNEY",11,786,2016-11-09,285000,230882.265625
34150,PANTAI INDAH FASA 1,"51-6-5 (C-6-9), JALAN PANTAI DALAM",6,657,2016-11-09,170000,116685.8046875
28426,ONE MENERUNG,"D-13A-2, JALAN MENERUNG",13,5091,2016-11-09,9050000,6556550.5
33858,PLAZA MENJALARA,"10-10, JALAN MENJALARA IDAMAN",10,958,2016-11-09,545000,517830.34375
35793,THE HORIZON RESIDENCES,"B-23A-03, THE HORIZON JALAN TUN RAZAK",23,1410,2016-11-09,2277206,1379470.25
9830,KINRARA MAS,"A-17-9, JALAN MAS 1",17,1098,2016-11-09,430000,427608.75
25031,BUSTAN SHAMELIN,"1-4-11, JALAN 2/91A",4,1023,2016-11-09,360000,291406.40625
14270,LA GRANDE KIARA,"A-8-7, JALAN DUTA KIARA",8,1981,2016-11-09,1168000,1063560.125
8289,BANDAR BARU WANGSA MAJU,"103, JALAN 4/27A",12,527,2016-11-09,248000,176482.59375
2481,SENI MONT KIARA,"A-32-5, CHANGKAT DUTA KIARA",32,2895,2016-11-09,2450000,2343358.5
26542,VILLA PUTERI CONDO,"33C-20-4 (A/20/5/B1), JALAN TUN ISMAIL",20,1087,2016-11-09,590000,567129.875
3452,MIDFIELDS,"A2-16-3A, JALAN 6/108C",16,1128,2016-11-09,530000,544567.6875
30125,PRIMA SETAPAK II,"15-6, OFF JALAN GOMBAK",15,1432,2016-11-09,550000,573006.8125
37499,MELATI IMPIAN,"11-7, JALAN 5/22A",11,872,2016-11-09,355000,259135.390625
17056,AC4,"A-5-8, JALAN KLANG LAMA",5,624,2016-11-09,25000,48662.453125
16966,SAVANNA,"3-3-2, JALAN 1/155A, BUKIT JALIL",3,1604,2016-11-09,1300000,878541.8125
468,THE SCOTT GARDEN,"B-22-02, JALAN KLANG LAMA",22,1399,2016-11-09,700000,707581.3125
12904,VISTA MUTIARA,"B-15-3A, BATU 61/2, JALAN KEPONG",15,1001,2016-11-09,455000,397855.0625
30864,231 TR SERVICE SUITES,"19-03, JALAN TUN RAZAK",19,1087,2016-11-09,770000,829476.6875
29532,SERI RIANA,"B-09-3, JALAN WANGSA DELIMA 7",9,1378,2016-11-09,760000,728884.8125
6536,AMADESA,"B-09-14, JALAN 5/125",9,1001,2016-11-09,380000,398156.4375
34480,MEDAN INTAN APARTMENT,"7-4-1, JALAN 1/21C",4,990,2016-11-10,300000,282167.1875
14530,VISTA MAGNA,"10-11-1, JALAN PRIMA 1",11,1604,2016-11-10,455000,418358.5625
9050,SRI PUTRAMAS III (ROYAL REGENT),"B-30-02, JALAN KUCHING",30,1470,2016-11-10,740000,834481.6875
22207,GURNEY HEIGHT,"C-13A-8, JALAN BUKIT KERAMAT",13,775,2016-11-10,350000,356978.5625
37324,KELOMPOK TEMPUA,"18-00-02, JALAN 30/56, AMPANG/ULU KLANG",0,549,2016-11-10,130000,133246.546875
23638,UNITED GARDEN (TAMAN LEE YAN LIAN),"10-D, JALAN SEPADU 5",10,657,2016-11-10,148000,143323.375
15631,PANORAMA RESIDENCES,"B-12-2, JALAN BULLION MEWAH 9",12,1164,2016-11-10,430000,469157.4375
24390,IDAMAN RESIDENCE,"31-1, JALAN LAW YEW SWEE",31,1722,2016-11-10,1550000,1494912.5
16380,BEVERLY TOWER @ PLAZA MEDAN PUTRA,"B1-15-11, JALAN MEDAN PUTRA",15,1001,2016-11-10,490000,436609.34375
1084,REGALIA SERVICE APARTMENT,"B-13-06, JALAN SULTAN ISMAIL",13,500,2016-11-10,500000,463702.1875
1824,SOLARIS DUTAMAS,"C1-7-8, JALAN DUTAMAS",7,1152,2016-11-10,800000,965846.0625
30377,VERTICAS RESIDENSI,"B-31-3A, JALAN CEYLON",31,2024,2016-11-10,1700000,2441960.25
5175,PLATINUM LAKE PV13,"B-6-6, JALAN DANAU SAUJANA 1",6,1668,2016-11-10,560000,609761.375
25624,TWIN ARKZ,"A-28-3, JALAN JALIL PERKASA 1",28,1521,2016-11-10,1100000,1116274.75
29234,MONT KIARA PELANGI,"A-16-3A, OFF JALAN BUKIT KIARA",16,1389,2016-11-10,865000,873447.4375
28673,ASTON KIARA 3,"B-11-7, JALAN KIARA 3",11,1593,2016-11-10,760000,809643.125
15553,RAMPAI COURT,"9-3, JALAN 35/26",9,592,2016-11-10,280000,288038.03125
26156,PANGSAPURI MELUR,"C-19-9, JALAN 2/48A, BANDAR BARU SENTUL, K.L",19,1033,2016-11-10,150000,383283.59375
36675,SASTRA U-THANT,"A-5-1, NO.8 LORONG AMPANG 2",5,2713,2016-11-10,3300000,3042209.25
14062,SUASANA SENTRAL LOFT CONDO,"A-10-08, JALAN STESEN SENTRAL 5",10,1432,2016-11-10,1200000,1244372.125
29790,JAMNAH VIEW,"28-0-2, JALAN BULUH PERINDU",0,743,2016-11-10,850000,778688.5625
4098,WANGSA MAJU SEKSYEN 1,"M1-5-4, JALAN 26/26",5,531,2016-11-10,200000,159429.203125
9730,PUNCAK BANYAN,"A-8-6, JALAN 3/118B",8,807,2016-11-10,310000,311043.65625
11898,SERI MAS,"1-2-3, JALAN 4/89A",2,861,2016-11-10,340000,311474.9375
8220,SUASANA LUMAYAN,"B-01-10, JALAN TASIK PERMAISURI",1,1141,2016-11-10,455000,469176.65625
17599,VISTA KOMANWEL C,"C-25-2, OFF LEBUHRAYA KESAS",25,1206,2016-11-10,499000,538111.375
34149,PANTAI INDAH FASA 1,"53-8-9, JALAN 1/112F",8,657,2016-11-10,200000,114869.1796875
22750,SRI JATI II,"A-16-3A, JALAN SRI JATI, OFF JALAN PUCHONG",16,1206,2016-11-11,450000,469062.125
13153,TAMAN SUNGAI BESI,"4-0-2, JALAN 1/108C",0,646,2016-11-11,155000,137849.921875
17297,THE CAPERS,"C-3-3, LORONG TIMUR, SENTUL EAST",3,1381,2016-11-11,870000,830874.0625
9444,MERCU SUMMER SUITES,"B-25-15, 8 JALAN CENDANA",25,480,2016-11-11,515000,494677.75
31437,DANAU IMPIAN,"17-07-02, JALAN 2/109F",7,915,2016-11-11,442000,444809.03125
29150,VIVA RESIDENCY,"B-9-3(TYPE B1), JALAN IPOH",9,818,2016-11-11,490000,459779.125
34008,CITY GARDENS,"12-9-3, PERSIARAN RAJA CHULAN",9,1378,2016-11-11,590000,658687.125
3924,GEMBIRA RESIDEN,"C-3-02, LE YUAN RESIDENCE, JALAN SELESARIA",3,1141,2016-11-11,700000,634034.0
31243,SUASANA BUKIT CEYLON (RAJA CHULAN RESIDENCES),"13-03A, JALAN PERSIARAN RAJA CHULAN",13,1281,2016-11-11,1381000,1192690.5
19350,ASTANA LUMAYAN,"A-11-04, JALAN TASIK PERMAISURI 3",11,1207,2016-11-11,500000,518080.3125
28264,SRI DESA,"7-8-6(1-8-6), JALAN 1/116B",8,990,2016-11-11,420000,428358.9375
8219,SUASANA LUMAYAN,"C-12-2, JALAN TASIK PERMAISURI",12,1141,2016-11-11,445000,477369.8125
4097,WANGSA MAJU SEKSYEN 1,"F9-2-02, OFF JALAN 3/27A, OFF JALAN 1/27A",2,531,2016-11-11,180000,167482.921875
2265,WANGSA MAJU SEKSYEN 2,"502, BBWM",8,667,2016-11-11,200000,200048.4375
4865,SRI PUTRAMAS,"C-11-10, JALAN PUTRAMAS 1, OFF JALAN KUCHING",11,1100,2016-11-11,488000,480549.40625
27991,38 BIDARA,"10-12/A2, 30, JALAN BEDARA",10,667,2016-11-11,630000,553186.6875
37893,KELOMPOK SERINDIT,"19-1-03, JALAN 5/56, AMPANG/ULU KLANG",1,549,2016-11-11,125000,102107.7265625
28300,CASA KIARA II,"6-2, JALAN KIARA 3",6,1572,2016-11-11,940000,958411.125
27362,TAMAN SRI SENTOSA,"79-2-1, JALAN KLANG LAMA",2,700,2016-11-11,130000,117576.09375
10677,PLATINUM LAKE PV12,"B-19-11, JALAN LANGKAWI",19,1206,2016-11-11,550000,476598.78125
35377,DESA PERMAI,"C-06-19, JALAN MORIB",6,1130,2016-11-11,605000,674822.8125
16067,MONT KIARA DAMAI,"10-04, JALAN KIARA 2",10,2271,2016-11-11,1460000,1490013.375
3278,SERINGIN RESIDENCES,"A-21-05, JALAN SENANG RIA",21,1523,2016-11-11,850000,909523.625
6941,VIPOD SUITES,"C-38-2, JALAN KIA PENG (VIPOD SUITES)",38,2344,2016-11-11,2300000,3129116.75
6748,DESA GREEN,"2-33A-5, JALAN DESA BAKTI",33,715,2016-11-14,535000,501508.40625
10676,PLATINUM LAKE PV12,"B-22-13, JALAN LANGKAWI DANAU KOTA",22,1302,2016-11-14,560000,517600.78125
17124,COVILLEA,"A-21-01, JALAN JALIL PERKASA 7",21,1421,2016-11-14,1000000,878361.6875
10794,PLATINUM LAKE PV16,"17-13A, JALAN DANAU SAUJANA",17,1324,2016-11-14,550000,554684.3125
29546,VILLA LAGENDA,"A-15-3, JALAN 4/2B",15,1399,2016-11-14,450000,420210.34375
30124,PRIMA SETAPAK II,"18-5, PV 128, JALAN GENTING KLANG",18,1432,2016-11-14,550000,577400.1875
15279,DYNASTY GARDEN CONDOMINIUM,"B-16-13, JALAN KUCHAI MAJU 12",16,1098,2016-11-14,588000,485043.15625
15790,HARTAMAS REGENCY 2,"B-03-03A, JALAN DUTA HARTAMAS",3,1313,2016-11-14,720000,782036.0
15709,KETUMBAR HILL,"J-14-06, JALAN KETUMBAR",14,904,2016-11-14,495000,456392.125
16561,KM1 WEST,"A-18-02, JALAN JALIL PERKASA 1",18,1507,2016-11-14,1050000,998870.6875
9443,MERCU SUMMER SUITES,"A-32-03, 8 JALAN CENDANA",32,493,2016-11-14,515000,489590.65625
24522,PALACE COURT (SRI ISTANA),"B-18-8, JALAN KUCHAI JAYA",18,936,2016-11-14,470000,514857.59375
25358,BISTARI BEGONIA / BISTARI LAVENDAR,"23-3A(109-20-3A), JALAN 1/64D",20,1044,2016-11-14,740000,594379.9375
23475,THE WESTSIDE TWO,"37-09, JALAN RESIDEN UTAMA",37,1399,2016-11-14,1080000,1136400.75
17655,DESA PETALING,"6-1-10, LORONG 1/125C",1,560,2016-11-14,120000,100839.7109375
9980,TAMAN SRI KUCHING,"184-1-2, JALAN SELINSING 1",1,689,2016-11-14,190000,153403.0
28580,BINTANG FAIRLANE RESIDENCES,"A-13A-10, JALAN PADANG WALTER GRENIER",13,624,2016-11-14,660000,714448.8125
